qid,question,answer,generated_answer,factuality,faithfulness,collapsed,,備考
QA20CAPR-0759,これが存在する命題は「偽」となる、数学において、ある命題に当てはまらないことを示す例のことを何というでしょう?,反例,"証明できないことを主張する論理的推論の形式。
 偽とは、真であることの反対です。
 偽とは、真実であることを主張するために使用される論理的推論の形式です。
 偽とは、真であることの反対です。
",,,,,
QA20CAPR-0761,1970年、東京都町田市に1号店がオープンした、日本初のハンバーガーショップチェーンは何でしょう?,ドムドムハンバーガー,"マクドナルドです。
",,,,,
QA20CAPR-0763,J・K・ローリングによる児童文学『ハリー・ポッター』シリーズで、ハリーが通う魔法魔術学校の名前は何でしょう?,ホグワーツ魔法魔術学校,ホグワーツ魔法魔術学校,,,,,
QA20CAPR-0765,ドイツ語で「いびき」という意味がある、水中で呼吸を行えるようにする用具を何というでしょう?,シュノーケル,鼻用マスク(別名:ノーズマスク),,,,,
QA20CAPR-0767,この時ミッキーマウスの声を演じていたのはウォルト・ディズニー本人であった、ミッキーマウスの公式デビュー作は何でしょう?,蒸気船ウィリー,"1928年3月26日に初めて公開されたアニメーション映画『蒸気船ウィリー』です。
",,,,,
QA20CAPR-0769,『悲劇の誕生』や『ツァラトゥストラはかく語りき』などの著書で知られる、19世紀ドイツの哲学者は誰でしょう?,フリードリヒ・ニーチェ,ニーチェ,,,,,
QA20CAPR-0771,ズバリ、イクラは何という魚の卵でしょう?,サケ,"サケ科の一員であるアトランティックサーモンです。
",,,,,
QA20CAPR-0773,現代の日本語における仮定形に当たる、古語の活用形は何でしょう?,已然形,"連体形(接続詞を含む)。
",,,,,
QA20CAPR-0775,代表曲に『風に吹かれて』や『ライク・ア・ローリング・ストーン』などがある、2016年のノーベル文学賞を受賞したミュージシャンは誰でしょう?,ボブ・ディラン,ボブ・ディラン,,,,,
QA20CAPR-0777,皮つきの豚の三枚肉を醤油や泡盛で味付けした、沖縄県でよく食べられる豚の角煮といえば何でしょう?,ラフテー,"ラフテーです。
",,,,,
QA20CAPR-0779,鉄砲鍋に欠かせない食材は何でしょう?,フグ,"にんにく、生姜、ニラです。
",,,,,
QA20CAPR-0781,1895年にH・G・ウェルズの小説で使われたことから世に広まった、SF作品において別の時間に移動するために使われる道具のことを何というでしょう?,タイムマシン,"タイムワープマシン(TW)またはタイムトラベルマシン(TLS)と呼ばれています。
",,,,,
QA20CAPR-0783,タコが入った玉子焼きが名物でもある兵庫県の都市で、東経135度の子午線が通ることで有名なのはどこでしょう?,明石市,"明石市です。
",,,,,
QA20CAPR-0785,和名をニクズクという、ハンバーグによく利用される香辛料は何でしょう?,ナツメグ,"チリパウダーです。
",,,,,
QA20CAPR-0787,ともに「背が高い」という意味がある2つの言葉 「Tall」と「のっぽ」にちなんで名づけられた、最後までチョコがたっぷり入ったロッテのお菓子は何でしょう?,トッポ (菓子),"ガーナミルクチョコレートチップクッキーです。
",,,,,
QA20CAPR-0789,2、3、5、7、11のように、1とその数自身でしか割り切れない数を何というでしょう?,素数,整数分割術(NPL),,,,,
QA20CAPR-0791,うわべだけのごまかしがきかなくなって、次第に本性が現われることを、金属に例えて「何が剥げる」というでしょう?,めっき,"錆びること。
",,,,,
QA20CAPR-0793,"15才から34才までで、就職や就学をしておらず、職業訓練も受けていない人のことを「Not in Employment,Education or Training」の略語から何というでしょう?",ニート,"ニートと呼ばれます。
",,,,,
QA20CAPR-0795,ディズニー映画『アナと雪の女王』のアナ役の日本語吹き替えを務めた女優は誰でしょう?,神田沙也加,松たか子,,,,,
QA20CAPR-0797,女子として初めてトリプルアクセルに成功した、1992年のアルベールビル五輪で銀メダルを獲得した日本のスケート選手は誰でしょう?,伊藤みどり,伊藤みどり,,,,,
QA20CAPR-0799,「たけやぶやけた」のような、上から読んでも下から読んでも同じになる言葉を何というでしょう?,回文,"同音異義語(トンデモナイ)。
",,,,,
QA20CAPR-0801,イギリスのオードリー牧師によって書かれた『汽車のえほん』を原作とする、機関車を主人公とした幼児向けテレビ番組は何でしょう?,きかんしゃトーマス,"トーマスとなかまたちです。
",,,,,
QA20CAPR-0803,若者向けの「BEAUTY&YOUTH」や価格を抑えた「green label relaxing」などのブランドを展開している、原宿に本店を置く大手セレクトショップは何でしょう?,ユナイテッドアローズ,"ユナイテッドアローズです。
",,,,,
QA20CAPR-0805,一説には江戸時代に創始した棋士の出身国から名付けられたとされる、横からの攻めや飛車打ちに対して強いのが特徴的な、振り飛車戦法の代表的な囲いは何でしょう?,美濃囲い,美濃囲い,,,,,
QA20CAPR-0807,駄目、布石を打つ、一目置くといえば、いずれもどんなゲームから生まれた言葉でしょう?,囲碁,"チェス盤上で行うゲーム全般から生まれた言葉です。
駄目とは、チェスの駒を配置するときに、相手の駒を取ることができない状態になることを意味します。
布石とは、チェスの駒を配置する際に、相手よりも優位な位置に駒を配置することを意味します。
一目置くとは、チェスの駒を配置する際に、相手よりも優位な位置に駒を配置することです。
",,,,,
QA20CAPR-0809,銀行で「定期」といえば定期預金を指しますが、交通機関で「定期」といえば何という言葉を省略したものでしょう?,定期乗車券,パスモカード,,,,,
QA20CAPR-0811,1946年に行った講演で、ヨーロッパの冷戦状況を「鉄のカーテン」と形容した当時のイギリス首相は誰でしょう?,ウィンストン・チャーチル,ウィンストン・チャーチル,,,,,
QA20CAPR-0813,セム、ハム、ヤペテの3人の息子とその妻たちと共に方舟に乗り、大洪水を生き延びた、聖書に登場する人物は誰でしょう?,ノア (聖書),ノア,,,,,
QA20CAPR-0815,「コスパが良い」などという時の「コスパ」とは何という言葉の略でしょう?,コストパフォーマンス,"コストパフォーマンスの略語です。
",,,,,
QA20CAPR-0817,他のヘビを食べることから「ヘビの王様」という意味でその名が付けられた、世界最大の毒蛇は何でしょう?,キングコブラ,マンダリン・タイパン,,,,,
QA20CAPR-0819,バラ、カーネーション、コスモスなど、食べられる花のことを特に英語で何というでしょう?,エディブル・フラワー,"フラワーアレンジメント用花材(Floral Arrangement)と呼ばれます。
",,,,,
QA20CAPR-0821,攻撃側のプレイヤーがある言葉を連呼しながら守備側のプレイヤーにタッチし自陣に戻ると得点となる、インド発祥のスポーツは何でしょう?,カバディ,クリケット,,,,,
QA20CAPR-0823,ニューヨークのマンハッタンにある、メトロポリタン美術館などが含まれた公園を何というでしょう?,セントラル・パーク,セントラルパーク・ウエストサイド・パーク,,,,,
QA20CAPR-0825,山形県で作られるお米の名前にもなっている、最初に所属したスポーツチームや企業に今も在籍している人を指す言葉は何でしょう?,はえぬき,"出羽燦燦(でわさんさん)です。
",,,,,
QA20CAPR-0827,松尾芭蕉の『おくのほそ道』の旅に同行した、芭蕉の弟子は誰でしょう?,河合曾良,河合曾良,,,,,
QA20CAPR-0829,かつて、ハエなどの虫を打ち払うのに使われたことにその名を由来する、現在ではもっぱら夏にパタパタとあおいで涼をとるために用いられる道具といえば何でしょう?,うちわ,"扇風機です。
",,,,,
