serial_number,qid,intermediate_lang,query,translated,sample
217,QA20CAPR-0051,中国語,フラーレン、黒鉛、ダイヤモンドといえばいずれもどんな元素から出来ている物質でしょう?,フラーレン、グラファイト、ダイヤモンドについて話すとき、どの元素からどの物質が作られますか？,炭素、窒素、水素、酸素です。
218,QA20CAPR-0051,フランス語,フラーレン、黒鉛、ダイヤモンドといえばいずれもどんな元素から出来ている物質でしょう?,フラーレン、グラファイト、ダイヤモンドの物質は、どの要素で構成されていますか？,炭素原子を含む化合物です。
219,QA20CAPR-0051,ドイツ語,フラーレン、黒鉛、ダイヤモンドといえばいずれもどんな元素から出来ている物質でしょう?,フラーレン、グラファイト、ダイヤモンドは、それぞれの構成要素としてどのような要素から成り立っていますか？,炭素原子を含む元素です。
220,QA20CAPR-0051,イタリア語,フラーレン、黒鉛、ダイヤモンドといえばいずれもどんな元素から出来ている物質でしょう?,フラーレン、グラファイト、ダイヤモンドの構成要素は何ですか？,炭素原子の集合体です。
221,QA20CAPR-0051,韓国語,フラーレン、黒鉛、ダイヤモンドといえばいずれもどんな元素から出来ている物質でしょう?,フラーレン、グラファイト、ダイヤモンドの場合、どの元素からどの物質が形成されますか？,炭素、窒素、水素、酸素です。
222,QA20CAPR-0051,ポルトガル語,フラーレン、黒鉛、ダイヤモンドといえばいずれもどんな元素から出来ている物質でしょう?,フラーレン、グラファイト、ダイヤモンドについて話すとき、それぞれの物質はどの元素でできていますか？,炭素、窒素、酸素です。
223,QA20CAPR-0051,ロシア語,フラーレン、黒鉛、ダイヤモンドといえばいずれもどんな元素から出来ている物質でしょう?,フラーレン、グラファイト、ダイヤモンドなどの物質は、どのような元素で構成されていますか？,炭素、窒素、水素、酸素です。
224,QA20CAPR-0051,スペイン語,フラーレン、黒鉛、ダイヤモンドといえばいずれもどんな元素から出来ている物質でしょう?,フラーレン、グラファイト、ダイヤモンドについて話すとき、それらの物質はどのような要素で構成されていますか？,炭素原子の集合体です。
225,QA20CAPR-0053,英語,48面のテニスコートと1万人を収容する有明コロシアムが存在する、ゆりかもめの駅名にもなっている江東区の公園は何でしょう?,江東区にある、ゆりかもめ線の駅名でもある公園の名前は何ですか？この公園には48面のテニスコートと、1万人収容可能な有明コロシアムがあります。,辰巳の森海浜公園です。
226,QA20CAPR-0053,中国語,48面のテニスコートと1万人を収容する有明コロシアムが存在する、ゆりかもめの駅名にもなっている江東区の公園は何でしょう?,"江東区の公園の名前は何ですか？この公園はゆりかもめ線の駅にちなんで名付けられており、48面のテニスコートと10,000人収容可能な代々木国立競技場があります。",辰巳の森海浜公園です。
227,QA20CAPR-0053,フランス語,48面のテニスコートと1万人を収容する有明コロシアムが存在する、ゆりかもめの駅名にもなっている江東区の公園は何でしょう?,江東区にある、ゆりかもめ線の駅名でもある公園の名前は何ですか？この公園には48面のテニスコートと、1万人収容可能な有明コロシアムがあります。,辰巳の森海浜公園です。
228,QA20CAPR-0053,ドイツ語,48面のテニスコートと1万人を収容する有明コロシアムが存在する、ゆりかもめの駅名にもなっている江東区の公園は何でしょう?,江東区にある48面のテニスコートと収容人数1万人の有明コロシアムを持ち、またゆりかもめの駅名とも同じ名前の公園の名前は何ですか？,辰巳の森海浜公園です。
229,QA20CAPR-0053,イタリア語,48面のテニスコートと1万人を収容する有明コロシアムが存在する、ゆりかもめの駅名にもなっている江東区の公園は何でしょう?,江東区にある、ゆりかもめ線の駅名でもある公園の名前は何ですか？この公園には48面のテニスコートと、1万人収容可能な有明コロシアムがあります。,辰巳の森海浜公園です。
230,QA20CAPR-0053,韓国語,48面のテニスコートと1万人を収容する有明コロシアムが存在する、ゆりかもめの駅名にもなっている江東区の公園は何でしょう?,江東区にある48面のテニスコートと、1万人収容可能な有明コロシアムを持つ公園であり、またゆりかもめの駅名でもある公園の名前は何ですか？,夢の島公園です。
231,QA20CAPR-0053,ポルトガル語,48面のテニスコートと1万人を収容する有明コロシアムが存在する、ゆりかもめの駅名にもなっている江東区の公園は何でしょう?,江東区にある、ゆりかもめ線の駅名でもある公園で、48面のテニスコートと1万人収容の有明コロシアムがある公園の名前は何ですか？,夢の島公園です。
232,QA20CAPR-0053,ロシア語,48面のテニスコートと1万人を収容する有明コロシアムが存在する、ゆりかもめの駅名にもなっている江東区の公園は何でしょう?,"江東区にある公園の名前は何ですか？また、その公園はゆりかもめ線の駅の名前でもあり、48面のテニスコートと10,000人収容可能な有明コロシアムがあります。",辰巳の森海浜公園です。
233,QA20CAPR-0053,スペイン語,48面のテニスコートと1万人を収容する有明コロシアムが存在する、ゆりかもめの駅名にもなっている江東区の公園は何でしょう?,江東区にある、ゆりかもめ線の駅名でもある公園で、48面のテニスコート施設と1万人収容可能な有明コロシアムがある公園の名前は何ですか？,夢の島公園です。
